date,Open,High,Low,Close,Volume
2010-04-20 00:00:00-04:00,0.39201791560357047,0.3961444214167006,0.3855989095974523,0.3906424045562744,678188000
2010-04-21 00:00:00-04:00,0.3927055829952275,0.393164077465177,0.3759703025476795,0.38055530190467834,895908000
2010-04-22 00:00:00-04:00,0.3743655815706716,0.38330634727130025,0.36909282651575015,0.38216009736061096,656932000
2010-04-23 00:00:00-04:00,0.38101385931679005,0.38193087573692885,0.37023911451364283,0.37688738107681274,752916000
2010-04-26 00:00:00-04:00,0.3773458132862799,0.3851403012616772,0.3766580579169797,0.38055530190467834,491092000
2010-04-27 00:00:00-04:00,0.3778044411864384,0.3817016865505377,0.36863443923384653,0.36978068947792053,606704000
2010-04-28 00:00:00-04:00,0.3695513319118491,0.3757411034751022,0.3629030658365505,0.3704683482646942,672164000
2010-04-29 00:00:00-04:00,0.3716146290167517,0.3821601403118108,0.3661126124298161,0.38170161843299866,987128000
2010-04-30 00:00:00-04:00,0.37711661226815096,0.3778043677466578,0.359922861949261,0.36015209555625916,1068048000
2010-05-03 00:00:00-04:00,0.36198618672729943,0.36404945365113334,0.3507529174631263,0.3562549352645874,1078972000
2010-05-04 00:00:00-04:00,0.3507528443413143,0.35144059983921516,0.33310057165313894,0.33814409375190735,1311376000
2010-05-05 00:00:00-04:00,0.33126658889795285,0.34089508375055494,0.3282863333336636,0.33241283893585205,1330840000
2010-05-06 00:00:00-04:00,0.3301203548992423,0.33699785546078703,0.29894231409331173,0.3255353271961212,1002888000
2010-05-07 00:00:00-04:00,0.328515525793757,0.328515525793757,0.3085707557696101,0.3200332820415497,1153712000
2010-05-10 00:00:00-04:00,0.33929017035106934,0.343416673900136,0.33012017461036247,0.3337881565093994,979156000
2010-05-11 00:00:00-04:00,0.33057881961878244,0.33676856409947076,0.3275985641788198,0.330120325088501,829124000
2010-05-12 00:00:00-04:00,0.3324127638238885,0.3383732462768803,0.3303494978246314,0.33653926849365234,901236000
2010-05-13 00:00:00-04:00,0.33516385417608585,0.3505236274916789,0.33264209300609815,0.33585160970687866,1252000000
2010-05-14 00:00:00-04:00,0.3131558203599821,0.31407280945428373,0.2888552814159098,0.2971082925796509,2493068000
2010-05-17 00:00:00-04:00,0.2975668096204302,0.30146408188770557,0.2883968086692101,0.2977960705757141,856060000
