Symbol,Direction_Agreement_Rate,Mean_Absolute_Difference,Num_Samples
TSLA_analog_backtest,0.5233160621761658,0.06584037874544142,193
GOOGL_analog_backtest,0.6601941747572816,0.040794785317840594,206
MSFT_analog_backtest,0.6682926829268293,0.03628959977394416,205
AAPL_analog_backtest,0.6243386243386243,0.04140976349897837,189
NVDA_analog_backtest,0.7359550561797753,0.04491423238681525,178
AMZN_analog_backtest,0.6153846153846154,0.04000465981555264,208
