date,avg_analog_ret,actual_ret,signal
2010-02-23,0.014449234558729707,0.03948171022665403,False
2010-02-24,0.02696523198504852,0.018127062165109953,False
2010-02-25,0.024019071956750793,0.026829196178375536,False
2010-02-26,0.024721839399542533,0.026543007031587074,False
2010-03-01,0.019801884568044176,0.004154262103494899,False
2010-03-02,0.01589007423949479,0.0047505252457631375,False
2010-03-03,0.01791752851029386,0.01743848727611086,False
2010-03-04,0.017890021176418327,0.0534210397975885,False
2010-03-05,0.020775691105254866,0.0244610318022338,False
2010-03-08,0.019578354488518634,0.01418465435834304,False
2010-03-09,0.02446094868125903,-0.022221850208269056,False
2010-03-10,0.007696404325804096,-0.024445232930148886,False
2010-03-11,0.012754232268316106,0.03315892478708027,False
2010-03-12,0.015669395830050874,0.049275158951213927,False
2010-03-15,0.016069828669913685,0.021561588879594362,False
2010-03-16,0.021168372178757392,-0.012950428400470226,False
2010-03-17,-0.00357044099844724,-0.03149153307102237,False
2010-03-18,0.005611960301141861,0.024627455091496664,False
2010-03-19,0.02600435268721049,0.0023188070710162823,False
2010-03-22,0.014400689654129583,0.001711419949811388,False
2010-03-23,0.0062469175632648,-0.01844585002708976,False
2010-03-24,0.02019734331740113,0.01561605739268579,False
2010-03-25,0.019602852217686248,0.016724452794842026,False
2010-03-26,0.016335213109896073,0.0034604203319505977,False
2010-03-29,0.0112801144302191,-0.00455611270743328,False
2010-03-30,0.00750861454314633,-0.008508488616378318,False
2010-03-31,0.012690719171899201,0.0045973353176869125,False
2010-04-01,0.00822303351143715,-0.009872232460763963,False
2010-04-05,0.005491976559679345,-0.010297448120084596,False
2010-04-06,0.024627604002244396,0.014662680128830985,False
2010-04-07,0.005689331437565967,0.008158123722452393,False
2010-04-08,0.011410514137302874,0.04620843937475372,False
2010-04-09,0.023414496374047356,0.052383734613971056,False
2010-04-12,0.015190427278399888,-0.018496996719663872,False
2010-04-13,0.0030234860482897686,-0.038505131026362216,False
2010-04-14,-0.012063770493769922,-0.050335816402916955,False
2010-04-15,-0.014035651279305934,-0.05385861350633825,False
2010-04-19,0.03035347975439884,-0.022379522675121333,True
2010-04-20,0.018410127108278225,-0.025822133501416822,False
2010-04-21,0.01980675280801165,0.0,False
2010-04-22,0.018850397470221658,-0.03239356021750006,False
2010-04-23,0.0028317425777181215,-0.017031386404180116,False
2010-04-26,0.01728020084898874,-0.0638548739693553,False
2010-04-27,0.0103252891515402,-0.03657754031382554,False
2010-04-28,-0.001959633170630373,-0.038366220446426125,False
2010-04-29,0.01650568997784851,-0.11411415561479021,False
2010-04-30,-0.06824668480055718,-0.07702119208586045,False
2010-05-03,-0.07702064470803771,-0.0630631828924576,False
2010-05-04,-0.06306319871901533,-0.012881105628820833,False
2010-05-05,-0.03797203851823677,0.004138185653440818,False
2010-05-07,0.014084763636426967,0.051575735914889176,False
2010-05-10,0.014084763636426967,-0.10782986441434927,False
2010-05-11,-0.0468722600545286,-0.09791668302940193,False
2010-05-12,-0.09425547487209072,-0.11512270303193695,False
2010-05-13,-0.061963268728321974,-0.14266190967537684,False
2010-05-14,-0.02696384188359413,-0.015432378946604208,False
2010-05-17,-0.06388700017483939,-0.04849897561901195,False
2010-05-18,-0.044110365272937734,-0.01592395550760861,False
2010-05-19,-0.037063715092899546,-0.03134782728737118,False
2010-05-20,0.01143727901349778,0.018459037034301184,False
2010-05-21,-0.01725952170423258,0.0015713249485083125,False
2010-05-24,-0.03192354803207852,0.017799152607618662,False
2010-05-25,-0.020233770023417495,-0.00866865554704832,False
2010-05-26,-0.019077002342548662,-0.013333727578978327,False
2010-05-27,-0.09791651131470826,-0.06814869467925311,False
2010-05-28,-0.025174528664061283,-0.0319632575440536,False
2010-06-01,-0.015358986402582542,-0.08585028437573439,False
2010-06-02,-0.06600941347394895,-0.09591223427223261,False
2010-06-03,-0.06534107748820596,-0.11968478789922932,False
2010-06-04,-0.04276501180185008,-0.09834710983537709,False
2010-06-07,-0.05765376327482082,-0.01217447373531777,False
2010-06-08,-0.02562858604936513,0.016099540712453564,False
2010-06-09,-0.03739059425716125,0.04124581792548154,False
2010-06-10,-0.049995096575663006,0.05021973280664804,False
2010-06-11,-0.056637954719880576,0.013781358780458275,False
2010-06-14,-0.04490160301306181,0.05721886874155735,False
2010-06-15,-0.040784614414977945,0.007550529261204586,False
2010-06-16,-0.01850404687365567,0.020390414705865778,False
2010-06-17,-0.09703342601707084,-0.05400964376617945,False
2010-06-18,-0.08456629121429671,-0.04959349387270906,False
2010-06-21,-0.0511608910543079,-0.07577054516500692,False
2010-06-22,-0.08982341779750862,-0.039792775107822975,False
2010-06-23,-0.03996873436470881,-0.05047101042328128,False
2010-06-24,-0.05998988369246016,-0.056705707745138945,False
2010-06-25,-0.020557619193809294,-0.07852019074193184,False
2010-06-28,-0.0262769502085621,-0.08648587178380884,False
2010-06-29,-0.028699534898546496,-0.03244247135770817,False
2010-06-30,-0.026273203096511558,-0.00685589281402299,False
2010-07-01,-0.025824071307497642,-0.023121180963020516,False
2010-07-02,-0.031040355220348283,0.03707340391038638,False
2010-07-06,-0.024197929959543948,0.039447670561297166,False
2010-07-07,-0.036606379284746,-0.008466573233639085,False
2010-07-08,-0.03449766466095519,0.059165590065902496,False
2010-07-09,-0.029810652672518798,0.06570041124930515,False
2010-07-12,-0.016632378114576695,-0.0075903928451656055,False
2010-07-13,-0.046350506637997294,-0.0421247091389132,False
2010-07-14,-0.142661694224252,-0.05167741270907977,False
2010-07-15,-0.061496102362174135,0.0,False
2010-07-16,-0.0406166967588695,0.0318407926091171,False
2010-07-19,-0.04168001172738114,0.00860430155422276,False
2010-07-20,-0.04435046479794111,-0.01585867162797394,False
2010-07-21,-0.03181626639323153,0.017357764892780736,False
2010-07-22,-0.009603683373560677,-0.0075903928451656055,False
2010-07-23,-0.02394611757865476,-0.02220005516180723,False
2010-07-26,-0.028275334215371303,-0.12985802371775268,False
2010-07-27,-0.03645276315073832,-0.12237105975883289,False
2010-07-28,-0.031183252948695287,-0.09378136684717031,False
2010-07-29,-0.02119772330520253,-0.020810251846578143,False
2010-07-30,-0.03995520038740493,0.014145711151226426,False
2010-08-02,0.03665567931948355,0.05010914688416279,True
2010-08-03,0.015089490085137517,0.07829943178480292,False
2010-08-04,0.009125218453477744,0.03433461698143936,False
2010-08-05,-0.007189500120704695,-0.02118634381350204,False
2010-08-06,-0.016816854843685704,-0.07015704504278353,False
2010-08-09,-0.024064747616692223,-0.05082958720560571,False
2010-08-10,0.000874460137153021,-0.009740084104071456,False
2010-08-11,0.013462716916301656,0.030405589141503153,False
2010-08-12,-0.04012580018307454,0.034597968720562866,False
2010-08-13,-0.020317905650430092,-0.007454804030525453,False
2010-08-16,-0.0002533551157750109,0.07322393378202197,False
2010-08-17,-0.008971719897409913,0.05933149034675833,False
2010-08-18,-0.006999523294368514,0.0536481310781467,False
2010-08-19,-0.026834606736113726,-0.01619403606633696,False
2010-08-20,-0.025061455742627543,-0.005015006292961366,False
2010-08-23,-0.06795182737594281,-0.01833013652949278,False
2010-08-24,-0.04895761284029342,-0.008230667600823138,False
2010-08-25,-0.05233131044395855,-0.028225796411683546,False
2010-08-26,-0.0449418750862353,-0.04795918983231884,False
2010-08-27,-0.025061513009960366,-0.07114618032274822,False
2010-08-30,-0.02020117322815868,0.03630724293315213,False
2010-08-31,-0.011274477291347597,0.07073964683576506,False
2010-09-01,-0.010670427211607856,0.06276591036701218,False
2010-09-02,-0.030670697798940764,0.04388683860773579,False
2010-09-03,-0.03476689965012255,0.042424554390283475,False
2010-09-07,-0.0056316870186898585,0.06506487136921568,False
2010-09-08,-0.01580435784093328,0.031007424811532625,False
2010-09-09,0.015233359689708403,0.03536338989591692,False
2010-09-10,0.004526572405491738,0.04865943090982694,False
2010-09-13,0.008308801670921259,0.006579128226412934,False
2010-09-14,0.042148771478167646,0.016129014354046012,True
2010-09-15,0.03564390795376521,0.014204680275743398,True
2010-09-16,0.03509595239192068,0.06811749926252864,True
2010-09-17,0.03790694901483591,0.07962082154510441,True
2010-09-20,0.044859145885445706,0.12044846895418915,True
2010-09-21,0.007406566896113742,0.06288765834354004,False
2010-09-22,0.018793378832852037,0.05355621200607441,False
2010-09-23,0.0385075878644332,0.03012052775615448,True
2010-09-24,0.030085030854911723,-0.03099503511513757,True
2010-09-27,0.014815124662548806,-0.06333337522191906,False
2010-09-28,-0.06333308452944264,-0.06098544107657056,False
2010-09-29,-0.00486438029824221,-0.05387171932797896,False
2010-09-30,-0.009508907453926978,-0.030821593435488737,False
2010-10-01,0.003412896568722813,-0.05022024822150373,False
2010-10-04,0.009650733624032803,-0.03825638869072934,False
2010-10-05,0.0046436138627609464,-0.04505295453373592,False
2010-10-06,-0.008912797384369198,0.0027828605983584165,False
2010-10-07,-0.032931561166795686,0.02990635447766743,False
2010-10-08,-0.0020317990708599845,0.04419881467345732,False
2010-10-11,0.03285339565885568,0.0508779868973912,True
2010-10-12,0.028059797025433507,0.0308524969977515,False
2010-10-13,-0.012405039475666483,0.001763471908544867,False
2010-10-14,0.028154504315156124,0.011648544068862954,False
2010-10-15,0.016017171252850192,0.0,False
2010-10-18,0.046685397781478025,0.04841645881291523,True
2010-10-19,-0.003557760799356081,0.05491591684987274,False
2010-10-20,0.015845826398197527,0.05491591684987274,False
2010-10-21,0.007980373209582437,0.0703328737064719,False
2010-10-22,0.011017691117906944,0.020339024504174796,False
2010-10-25,-0.01775472170186278,0.010914791776636568,False
2010-10-26,-0.005087114134619347,0.014321807073200743,False
2010-10-27,0.05086333518353947,0.0,True
2010-10-28,-0.010161216572793882,0.019917053005013674,False
2010-10-29,0.023841234491221615,0.029950083374629566,False
2010-11-01,0.04288817960882836,0.05149530842453687,True
2010-11-02,0.009373311247817801,0.030106061936278072,False
2010-11-03,0.006317689564297632,0.022617217865992245,False
2010-11-04,0.009548844751274045,0.015323014200933072,False
2010-11-05,0.006315436637518972,0.0103089988328946,False
2010-11-08,0.003473673936013212,0.03475473197700296,False
2010-11-09,0.012545144902280106,0.040507555897263625,False
2010-11-10,0.021945386198866386,0.02825725579223093,False
2010-11-11,-0.004480284576692958,0.007930252867273335,False
2010-11-12,0.03778237552724232,-0.025640618403841686,True
2010-11-15,0.013778600789609416,0.050381711205429225,False
2010-11-16,0.005163428458323216,0.08261159642847238,False
2010-11-17,0.03709784777564443,0.06501524873396747,True
2010-11-18,0.0025999134026882375,0.009008682806723067,False
2010-11-19,0.019118855032588946,0.0014541931979006328,False
2010-11-22,0.023482558625901893,-0.000726237887453629,False
2010-11-23,0.0458231611375883,0.02306594621614977,True
2010-11-24,0.03823675478288972,-0.0014520815907286266,True
2010-11-26,0.04539982633880393,0.044852643660208136,True
2010-11-29,0.03461595609662581,0.055272388699290076,True
2010-11-30,0.018257274819176092,0.06612790422895443,False
2010-12-01,0.017272523962531393,0.021111910480105633,False
2010-12-02,0.021794042761255978,0.041723914168795284,False
2010-12-03,0.021533415430131844,0.021636107937066162,False
2010-12-06,0.024849260752796434,0.004135064683739698,False
2010-12-07,-0.004766598334728522,-0.02736950792630355,False
2010-12-08,0.021921538842220877,-0.03573771800666148,False
2010-12-09,-0.010795956083829706,-0.018169430649414675,False
2010-12-10,0.013677008284156989,-0.045484821929033914,False
2010-12-13,-0.023790528031490673,-0.017844586197306556,False
2010-12-14,-0.025502501924695234,-0.019191125918591845,False
2010-12-15,0.0038414097305072697,0.0028033162797957978,False
2010-12-16,-0.008511532222093705,0.04058829105465955,False
2010-12-17,-0.0002344429639308871,0.045929218606753475,False
2010-12-20,-0.0019305926513952243,0.04821775452995869,False
2010-12-21,0.004288184375600234,0.008742109135568166,False
2010-12-22,-0.00268380866495147,-0.0019961735466138553,False
2010-12-23,-0.0043794089458725205,0.0013410302363936477,False
2010-12-27,0.0025402353933567934,0.054666790194704884,False
2010-12-28,0.008152157130739213,0.05890229254355139,False
2010-12-29,0.016486940075172894,0.05890229254355139,False
2010-12-30,0.022576668954665258,0.052034507782948936,False
2010-12-31,0.008920611145704225,0.1025971283035172,False
2011-01-03,0.002952214940350194,0.30404527255270564,False
2011-01-04,0.03579499283048195,0.3081803006384547,True
2011-01-05,-0.009191210424662288,0.21495873255615616,False
2011-01-06,0.0186231781866098,0.050698370216177846,False
2011-01-07,0.07572591076336771,0.17513849287795313,True
2011-01-10,0.0914928174993645,0.1168201775763944,True
2011-01-11,0.09914373615838569,0.13441644581434575,True
2011-01-12,0.08571972649498959,-0.013276386864825018,True
2011-01-13,0.08950060002764484,-0.014963188391201587,True
2011-01-14,0.08190866623562909,-0.05002116136199819,True
2011-01-18,0.06510167964185948,0.07335041903837003,True
2011-01-19,0.05995585809072855,0.10352475627055635,True
2011-01-20,0.04495789182302135,0.06865756623284969,True
2011-01-21,0.07384278994304966,0.10441070265984509,True
2011-01-24,0.07743902340986321,-0.03275347651778071,True
2011-01-25,0.07360050523739442,-0.0020861679677059985,True
2011-01-26,0.06295081378740738,-0.025265062518223136,True
2011-01-27,0.07452929121927115,0.0,True
2011-01-28,0.010645560280649446,0.07659913132580276,False
2011-01-31,0.07366683453629749,0.02842817489401983,True
2011-02-01,0.07483153797627633,0.005312911161448497,True
2011-02-02,0.062330089088391265,-0.038310917884354034,True
2011-02-03,0.07233248979132628,-0.04900375630068343,True
2011-02-04,0.03889617834708318,-0.09271505537800884,True
2011-02-07,0.0067914582318672,-0.06056911703343326,False
2011-02-08,-0.025889686866088408,-0.03183936973053103,False
2011-02-09,-0.027060792322545504,-0.007728611435411148,False
2011-02-10,-0.03343531657887575,-0.011831517010233883,False
2011-02-11,-0.019590687557891145,-0.0038349447235335177,False
2011-02-14,-0.01742953879827684,0.004326815602547329,False
2011-02-15,-0.005261878546909593,0.029268075584194753,False
2011-02-16,-0.012978549968127917,-0.007271497947704542,False
2011-02-17,0.028873267621358303,-0.09618405038538558,False
2011-02-18,0.03307664816121464,-0.13733870575059648,True
2011-02-22,-0.024331098940740453,-0.023696362331636855,False
2011-02-23,-0.03243423971312503,0.024875269111566123,False
2011-02-24,-0.01970248802143738,-0.04415082457834407,False
2011-02-25,-0.0009549704997920832,-0.10250835323054563,False
2011-02-28,-0.010015233507206787,-0.0966462412418414,False
2011-03-01,-0.043661717745951074,-0.054503496736121315,False
2011-03-02,-0.02878761996577809,-0.013494342565543826,False
2011-03-03,-0.015147084141471995,-0.06324859677862515,False
2011-03-04,-0.04768974793707729,-0.0780342831951727,False
2011-03-07,-0.059145742359828626,-0.11089376143922447,False
2011-03-08,-0.025619929494981753,-0.06905347272874418,False
2011-03-09,-0.05631877533527572,-0.049112067063754816,False
2011-03-10,-0.022247501962215352,-0.014508973020906923,False
2011-03-11,-0.025246670128802683,-0.02880894981408688,False
2011-03-14,-0.04623003328609103,-0.02417590219725596,False
2011-03-15,-0.0343907864657517,0.005662543084286931,False
2011-03-16,-0.026551434026529347,0.013120342456036882,False
2011-03-17,-0.023325327222525026,-0.022956268260196366,False
2011-03-18,-0.03587447493499204,0.010783211376175439,False
2011-03-21,0.01078313600574643,0.08783774238409103,False
2011-03-22,0.08783814052029527,0.10716312859308719,True
2011-03-23,0.056941507358242174,0.08478371865304579,True
2011-03-24,-0.021819101605658312,-0.0031197764582717724,False
2011-03-25,-0.04143010585612094,-0.009661800690523359,False
2011-03-28,-0.015201951068606036,-0.0916149900011034,False
2011-03-29,-0.014650054076901215,-0.08450727530382796,False
2011-03-30,-0.0477205087460367,-0.048780731837805846,False
2011-03-31,-0.026775644223444493,-0.047670660277884025,False
2011-04-01,-0.023242116473515515,-0.04065928681356357,False
2011-04-04,-0.03863294184050101,-0.01310509684712513,False
2011-04-05,-0.0029849518836677345,-0.014789284967155258,False
2011-04-06,-0.00782379363345842,-0.008018322574035563,False
2011-04-07,-0.04459239934563368,-0.04033168880853366,False
2011-04-08,-0.0070614318763324024,0.011965993414414733,False
2011-04-11,-0.029796979303932658,0.044457059058988335,False
2011-04-12,-0.011522042741164607,0.041451092853519445,False
2011-04-13,-0.010687618393175948,0.018581014436561016,False
2011-04-14,-0.0244243582486946,-0.02647206269061797,False
2011-04-15,-0.03458584322019897,-0.007482419198349355,False
2011-04-18,-0.012190429089596232,0.03980071115045969,False
2011-04-19,-0.007383654356056391,0.043839853223653025,False
2011-04-20,-0.0017617891035723527,0.012923744920619429,False
2011-04-21,0.0017908533063906607,0.04211675870139331,False
2011-04-25,0.01298072156984037,0.048910433008420906,False
2011-04-26,0.011729569609460722,0.02227955204068577,False
2011-04-27,0.012099741857370816,0.02227955204068577,False
2011-04-28,0.008299851592493145,-0.03690415301487293,False
2011-04-29,-0.036352493675271234,-0.0674998916132441,False
2011-05-02,0.0042127732289635065,0.0010136372558340323,False
2011-05-03,-0.012828851519915738,0.051090892410971867,False
2011-05-04,0.010371221314771457,0.05898104132270343,False
2011-05-05,0.01777989652630057,0.06002154808312277,False
2011-05-06,-0.028371794230099452,0.02846798872802747,False
2011-05-09,0.005419003814493917,-0.10379741569656054,False
2011-05-10,-0.01326235440622342,-0.10515684311469131,False
2011-05-11,-0.017028099580311474,-0.10920990968693511,False
2011-05-12,-0.011712859129719245,-0.13999979834282195,False
2011-05-13,-0.020921147926610387,-0.012048055530835655,False
2011-05-16,0.005705422925175883,0.020904297300469388,False
2011-05-17,-0.02749135282944424,0.024957687617708224,False
2011-05-18,0.0077370255663597575,0.0016631812882017538,False
2011-05-19,0.01909021519533649,0.0202476929359221,False
2011-05-20,0.012129109600213447,0.014925104990988647,False
2011-05-23,0.011523490514285271,0.1090200070503089,False
2011-05-24,0.017257952064448155,0.10474071737286006,False
2011-05-25,0.03273745114896401,0.0915034655817355,True
2011-05-26,0.011089834206814007,0.06482444181898162,False
2011-05-27,-0.02602989163185767,-0.0184612707711046,False
2011-05-31,-0.03218890166497508,-0.09830301199008351,False
2011-06-01,0.001085829940224837,-0.05590394034333879,False
2011-06-02,0.03542284220138208,-0.05196879366570706,True
2011-06-03,0.03850568214054474,-0.048212417140530706,True
2011-06-06,0.02864261757778734,-0.05921446608297798,False
2011-06-07,0.020908522597732158,-0.0586930264029254,False
2011-06-08,0.003312577501418207,-0.03244155070824006,False
2011-06-09,0.02305070331319863,-0.013240903464892484,False
2011-06-10,-0.026472960794148764,-0.020444032038100524,False
2011-06-13,-0.0264425680807574,-0.08117648885108553,False
2011-06-14,-0.010445760613225037,-0.0886814616875038,False
2011-06-15,-0.00037108288897481857,-0.06857465911467586,False
2011-06-16,-0.0005556744876941809,-0.014206275238513033,False
2011-06-17,-0.0045790068410345944,-0.00442769923515951,False
2011-06-20,0.049743622547290166,-0.01344417158317679,True
2011-06-21,0.027546701196153114,-0.034461162323819905,False
2011-06-22,-0.007055905368460167,-0.020965374887685684,False
2011-06-23,0.0219455715211121,-0.04380031049011668,False
2011-06-24,-0.01254415353525926,0.0,False
2011-06-27,-0.021249468197270617,0.030499676520755026,False
2011-06-28,0.00936002305434308,0.024516323611580182,False
2011-06-29,-0.030870417738541264,0.008894864480858633,False
2011-06-30,-0.005907401457902151,-0.0037641017209465444,False
2011-07-01,0.0005566835347901034,-0.02972118205029972,False
2011-07-05,-0.015245332321807845,-0.06234291435368433,False
